category,datetime,headline,id,image,related,source,summary,url
company,2025-08-08 18:07:39,"Dividend Champion, Contender, And Challenger Highlights: Week Of August 10",136273781,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/image_1072593728.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"A weekly summary of dividend activity for Dividend Champions, Contenders, and Challengers. Read the full list for the week of August 10, 2025 -- here on Seeking Alpha.",https://finnhub.io/api/news?id=d3328f7322da5e3893bf572815a85939fa978cabae6f64d3ced8fdd259c3dc94
company,2025-08-08 16:44:27,"Stock Market Today: Dow Gains, Nasdaq At New High As Apple Rallies; SoundHound Spikes Up On AI Demand",136295843,,AAPL,DowJones,"Stock Market Today: Dow Gains, Nasdaq At New High As Apple Rallies; SoundHound Spikes Up On AI Demand",https://finnhub.io/api/news?id=b6891934826e0caaf7f1fa1e7c4cc3c97ee916cfec278b2ea7f42e8c3f127a1a
company,2025-08-08 16:28:00,"MP Materials Stock Soars Even Higher on Earnings. The Future Looks Bright, Too.",136384549,,AAPL,MarketWatch,"MP Materials Stock Soars Even Higher on Earnings. The Future Looks Bright, Too.",https://finnhub.io/api/news?id=db490a763fbcc50910c04e8993d21330b704fc3f75a0df9f30349feeeb5f3911
company,2025-08-08 16:08:44,Apple: Is The $100 Billion Deal Really A Smart Move?,136272562,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/177826055/image_177826055.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Apple Inc.'s $100B US investment promises $107B in savings, with product launches like iPhone 17 Air & AI glasses boosting growth. Click for my AAPL stock update.",https://finnhub.io/api/news?id=be383ac0cbead76662977fbba9bd5e451c75e0d265fa0ae3e26c94a9385d8dc2
company,2025-08-08 13:17:00,Tariffs Be Damned. Stocks Flirt With a New Record High.,136296160,,AAPL,MarketWatch,Tariffs Be Damned. Stocks Flirt With a New Record High.,https://finnhub.io/api/news?id=605a210f5f4851711d50b836243607b7cde31069c371bcc16fed56f77cced7cf
company,2025-08-08 12:38:09,Cloud AI Today - Krutrim and Cloudera Partner to Boost AI Innovation in India,136266208,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"In a strategic collaboration, Krutrim, an Indian sovereign cloud platform, has partnered with Cloudera to advance AI-driven innovation in India. By integrating Cloudera's data and AI platform, Krutrim aims to enhance its data engineering and AI capabilities, driving operational efficiency for large-scale analytics and data lake workloads, notably for Ola. This partnership is poised to empower various enterprises by providing scalable, AI-powered solutions tailored to India's diverse market...",https://finnhub.io/api/news?id=1813954928f0f9e4dde1f81aead0e72811ead2181fd8543ff128d01409335c82
company,2025-08-08 12:00:00,Why Apple’s Tim Cook Is the Odd Man Out in the AI Race,136295845,,AAPL,DowJones,Why Apple’s Tim Cook Is the Odd Man Out in the AI Race,https://finnhub.io/api/news?id=a045de9d88ddd02ca3cae777021bb390061c595c5b2d69867cf198f95b92d51b
company,2025-08-08 10:06:58,"Stock Market Rises In Range; Palantir, AMD, Shopify Lead Huge Earnings Movers: Weekly Review",136295846,,AAPL,DowJones,"Stock Market Rises In Range; Palantir, AMD, Shopify Lead Huge Earnings Movers: Weekly Review",https://finnhub.io/api/news?id=3c2ae0b45d8ef7ea3849fa03c71004fbadad001b47ba99193c72fb4db0faf399
company,2025-08-08 08:02:12,TY: Large Discount And Decent Performance From This CEF,136265771,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1440394299/image_1440394299.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Discover why Tri-Continental Corporation (TY) is a top hybrid CEF, offering strong returns, diversification, and a 9.83% NAV discount.",https://finnhub.io/api/news?id=5a303f28e3474ae8d3611118fb0d21073b25827ebce96becd720d1f31bef8357
company,2025-08-07 21:00:00,"Apple Got the Jump on Tariffs, Deciding Years Ago to Make iPhones in India",136295847,,AAPL,DowJones,"Apple Got the Jump on Tariffs, Deciding Years Ago to Make iPhones in India",https://finnhub.io/api/news?id=f9e32caf2fbb60644b3ca78677f1629f0adad0f1a9a459166fd71aac63c781eb
company,2025-08-07 17:53:00,"Tech, Media & Telecom Roundup: Market Talk",136295848,,AAPL,DowJones,"Tech, Media & Telecom Roundup: Market Talk",https://finnhub.io/api/news?id=280092850c89a2f5d1215b24e80b9668b9428afd7fbe48608d2b0ba7adae3867
company,2025-08-07 17:48:05,"President Trump Rocks Chip Stocks With Tariff Talk, Intel Comments",136295849,,AAPL,DowJones,"President Trump Rocks Chip Stocks With Tariff Talk, Intel Comments",https://finnhub.io/api/news?id=34b1c2a3bc48f6129359de930227cf344adf3997e9903bdc8b9721e136998329
company,2025-08-07 16:59:55,Semi Tariffs: TSMC Vs. GlobalFoundries,136261906,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2228694209/image_2228694209.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"TSM stock remains our top pick, benefiting from strong execution, growing AI/HPC exposure, and bullish technicals. Click here to find out why TSM is a Buy.",https://finnhub.io/api/news?id=e0e5664e102a215bcf75ba05ef3b1ac7edecb1aff967f6a2c8dcce6248461a70
company,2025-08-07 16:39:40,Stock Market Today: Dow Swings To Drop 224 Points; Nasdaq Ekes A Out A Gain,136295850,,AAPL,DowJones,Stock Market Today: Dow Swings To Drop 224 Points; Nasdaq Ekes A Out A Gain,https://finnhub.io/api/news?id=18ac31f5f2f2af140f26d5251d57b8a17434ced10f562ac551f62ac44972cbf0
company,2025-08-07 13:08:26,"Trump vs Intel, tariffs go into effect, Apple investment: 3 Things",136245975,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Here are some of the stories Wall Street is watching on Thursday, Aug. 7. President Trump is calling for Intel (INTC) CEO Lip-Bu Tan to resign ""immediately,"" saying he is ""highly conflicted."" Most of Trump's reciprocal tariffs went into effect at midnight. Apple (AAPL) will invest $100 billion in the US. Trump has been pressuring the company to build its iPhones in the US. To watch more expert insights and analysis on the latest market action, check out more Morning Brief.",https://finnhub.io/api/news?id=f6b6e3db4dcc548a82bdd6a410cc0fae304485e0aa3ac9ac53271e7dfd636c33
company,2025-08-07 13:07:04,"Stock Market Today: Dow Futures Rise On Trump Tariff News; Apple, Nvidia Rally, Eli Lilly Plunges (Live Coverage)",136245930,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,The Dow Jones Index rose Thursday on Trump tariff news. Eli Lilly plunged on disappointing weight-loss drug trial results.,https://finnhub.io/api/news?id=bb5b565d20087c9bace1fd2cb243104a7a58aff768b83da6db71aebddf693324
company,2025-08-07 13:03:00,Coherent and Apple Expand Strategic Partnership With New Multiyear VCSEL Agreement in Texas,136245977,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"SAXONBURG, Pa., Aug. 07, 2025 (GLOBE NEWSWIRE) -- Coherent Corp. (NYSE: COHR), a global leader in photonics, announced that it has entered a new multiyear strategic supply agreement with Apple, expanding their long-standing partnership. Under the new agreement, Coherent will continue to produce vertical-cavity surface-emitting lasers (VCSELs) that enable key features such as Face ID on iPhone and iPad devices shipped around the world. This critical work is conducted at Coherent’s state-of-the-ar",https://finnhub.io/api/news?id=9a17af1f081c6aa1390027974e111903172c0d1ebca0be9a780157f96dfb5445
company,2025-08-07 12:41:12,JPMorgan says Apple delivered ’masterclass’ in managing geopolitics,136245979,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Investing.com -- Apple has delivered a “masterclass in managing uncertainty,” according to JPMorgan, after raising its U.S. investment plans to $600 billion over the next four years, up from a previously announced $500 billion, amid ongoing concerns about tariffs and geopolitical tensions.",https://finnhub.io/api/news?id=46a6409eab5d39eb5cfef5b54d4186bbc1600c84cc76f1537fbd57b3ce95e79c
company,2025-08-07 12:31:23,"Trump Vows 100% Tariff On Chips. So Why Are Taiwan Semiconductor, Apple Rising?",136245980,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"President Trump said he'll set a 100% tariff on chips, but signaled that Apple and other giants such as Taiwan Semiconductor will be spared.",https://finnhub.io/api/news?id=ac7652a685c9204e6afa997f5a4cb671f8da337cd2f35c06737e9d6f4a9d8546
company,2025-08-07 12:18:00,"Tariffs, Trump and Tim: 3 Things",136245981,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Three things you need to know ahead of U.S. market open, as Donald Trump's tariffs come into affect as he strikes a new deal with Apple (AAPL) CEO Tim Cook.",https://finnhub.io/api/news?id=e1904a3e8c6bb867bdc4265de38c7fc13cc775010c14bf5eb00ff5d3e794b15c
company,2025-08-07 12:15:00,Liberty Media Corporation Reports Second Quarter 2025 Financial Results,136245982,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"ENGLEWOOD, Colo., August 07, 2025--Liberty Media Corporation Reports Second Quarter 2025 Financial Results",https://finnhub.io/api/news?id=9fe2b20643b0b49f4f6dbde766f27aac85bdb9075f0c6b9de090927f68a95d8d
company,2025-08-07 12:06:28,"Dow Jones Futures Rise On Trump Move, Google, Tesla Eye Buy Points; DoorDash, AppLovin Earnings Late",136245932,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Futures rose as President Trump plans a 100% chips tariff with a big exception. Google, Tesla are near buy points. DoorDash, AppLovin led a slew of earnings movers.",https://finnhub.io/api/news?id=0cdc2f191cbd3efa1590632a4accb4f152d0941833fe31a4ab8606dfa0bf402e
company,2025-08-07 11:46:37,Stocks Gain Pre-Bell as Trump's Sweeping New Tariffs Take Effect; Investors Assess Apple's $600 Billion US Investment Plan,136245984,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,US equity markets were tracking in the green before the opening bell Thursday as President Donald Tr,https://finnhub.io/api/news?id=ab335e9f5c45df39939e76712e8890b1230f6bde44a9b14e64cd9b19ed800538
company,2025-08-07 11:39:00,Apple Shows How to Avoid Trump Tariff Pain. Why It’s Not Great for Stock Markets and 4 Other Things to Know Today.,136245985,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Firefly Aerospace launches IPO above expectations, the housing market looks out of whack, and more news to start your day.",https://finnhub.io/api/news?id=0a6d5499a4fd2a9c87430bc19822c6a13938e35a59907a25138f63851df8c3a3
company,2025-08-07 11:28:48,Apple's Stock Rallies on Trump's Plan for 'Make in America' Tariff Exemptions,136245986,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple stock was on course for a second day of solid gains, after President Trump said late Wednesday the iPhone maker and other tech companies could avoid 100% chip tariffs by investing in U.S. manufacturing.",https://finnhub.io/api/news?id=4ab8cdf54475b14ba3ff77e025005a321f8efe38fca7d585603c4116084691df
company,2025-08-07 11:24:41,"Earnings, Trade Views Buoy Wall Street Pre-Bell; Asia, Europe Higher",136245988,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Wall Street futures pointed higher pre-bell Thursday as traders weighed the earnings season, and aft",https://finnhub.io/api/news?id=0f45f4ac27d56fd58088199b8deebb1da3ffe946d520ae6159cc5b59fd7ac7e6
company,2025-08-07 11:14:14,"Apple: Pawn In The Trade War, But Playing The Board Wisely",136249287,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2176040487/image_2176040487.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Apple Inc.'s stock could rebound despite tariff issues. The Q3 results, AI progress, and supply chain strategy signal growth potential. Click for my AAPL update.",https://finnhub.io/api/news?id=cb6b1a58a0f5cf97d61e0bdb023c2aa24f6d3af5ee8f0831eecd1c9f781237a5
company,2025-08-07 11:00:00,Tide Rewards Launches to Help Small Businesses Save More on Everyday Spending,136245990,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"LONDON, August 07, 2025--Tide, the UK’s leading business management platform, has launched a new cashback feature designed to help small businesses save money every time they spend - both online and in-store.",https://finnhub.io/api/news?id=6a5d63b271520d8f56decb6e173ca68f8093ccceaf8d90ede006b886ea06431c
company,2025-08-07 11:00:00,Hubble Network plans massive satellite upgrade to create global Bluetooth layer,136245989,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Hubble Network's satellite-enabled Bluetooth network is getting a boost from Muon's new XL satellite bus.,https://finnhub.io/api/news?id=64cf1633d2ced13c53b0cf7cf3fcf66e15a6c2cfa235d2e975c93476949d8536
company,2025-08-07 10:58:45,Corning shares surge: Expanded Apple partnership ’can drive future upside’,136245991,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Investing.com -- Corning shares have jumped more than 5% premarket on Thursday after Apple (NASDAQ:AAPL) unveiled a $2.5 billion commitment to produce 100% of the cover glass for iPhones and Apple Watches at Corning’s facility in Harrodsburg, Kentucky.",https://finnhub.io/api/news?id=a167725fc2849daf241d375fc7eb77dcb12bb17690ad27e8212a2888586ce4dd
company,2025-08-07 10:57:53,"Tariffs hit, Apple rises",136245994,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"What matters in U.S. and global markets today By Mike Dolan, Editor-At-Large, Finance and Markets Wall Street and global stocks rose on Thursday, as Apple's domestic investment push, dovish noises on interest rates and a generally upbeat earnings season trumped chip stock hits and the arrival of the U.S. tariff day. The day's diary is topped by a likely Bank of England interest rate cut and U.S. weekly jobless numbers that take on unusual importance in light of last week's July payrolls confusion.",https://finnhub.io/api/news?id=727cb17cc41a11e9c0bb5e695d09f787e9aacbafb8f6ba72145668a3d3e8128b
company,2025-08-07 10:57:53,"Morning Bid: Tariffs hit, Apple rises",136245993,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"What matters in U.S. and global markets today By Mike Dolan, Editor-At-Large, Finance and Markets Wall Street and global stocks rose on Thursday, as Apple's domestic investment push, dovish noises on interest rates and a generally upbeat earnings season trumped chip stock hits and the arrival of the U.S. tariff day. The day's diary is topped by a likely Bank of England interest rate cut and U.S. weekly jobless numbers that take on unusual importance in light of last week's July payrolls confusion.",https://finnhub.io/api/news?id=82fb262c5c711ce6f6c329c33246594dad722b946e07c4127f0b4ea6e54d8940
company,2025-08-07 10:50:24,Wall St eyes higher open as tariff exemption hopes boost tech stocks,136245938,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"(Reuters) -Wall Street's main indexes were poised for a strong start on Thursday, buoyed by optimism that major technology companies could avoid U.S. President Donald Trump's latest tariffs on chip imports.  Apple's  shares climbed 2.8% in premarket trading, having risen 5.1% and led gains on Wall Street in the prior session, after Trump said the iPhone maker will invest an additional $100 billion in the U.S., bringing its total commitment to $600 billion over the next four years.  Trump also announced a tariff of about 100% on imports of semiconductors but said it would not apply to companies that are manufacturing in the U.S. or have committed to do so.",https://finnhub.io/api/news?id=081d1e9054b7f745b1e924ab8c027e2954161be3ee7fe951d6033ee98a6ca2f8
company,2025-08-07 10:45:00,Prediction: 2 Stocks That'll Be Worth More Than Apple 3 Years From Now,136245996,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Apple is still trying to find its AI footing. That's giving Alphabet and Amazon an opportunity to overtake Apple's valuation.,https://finnhub.io/api/news?id=f9755819e58d49ceadcc63414f36ecab1fee793921d4918493b24a28c432660f
company,2025-08-07 10:41:08,Apple Raises US Investment to $600 Billion as Trump Eyes 100% Chip Tariffs,136245998,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Apple (AAPL) shares rose early Thursday as the technology giant announced plans to invest an additio,https://finnhub.io/api/news?id=5174b0c8fedf3b4044aa3978ca35242669775a70267ed89fad42fb1d55e2c573
company,2025-08-07 10:00:00,The London Company Large Cap Vs. Russell 1000 Value Q2 2025 Commentary,136248237,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2162329678/image_2162329678.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,The London Company Large Cap portfolio declined 0.2% during the second quarter (-0.4% net) vs. a 3.8% increase in the Russell 1000 Value Index. Read more here.,https://finnhub.io/api/news?id=996de2c674414df7e2ab253cebd0109288180e478b54e1c00fd13e25dfe1e959
company,2025-08-07 09:32:12,JPMorgan: Set To Win Big From Goldman's Apple Card Divestiture,136247128,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1053526672/image_1053526672.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,JPMorgan eyes Apple Card portfolio to unlock 12M high-value users.,https://finnhub.io/api/news?id=36103447f3c674306d0a20a61e374166732ea8c70e5f3c728c4e39d8c03e8027
company,2025-08-07 08:20:00,The London Company Income Equity Vs. Russell 1000 Value Q2 2025 Commentary,136245687,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2161896289/image_2161896289.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,The London Company Income Equity portfolio returned 4.7% (4.5% net) during the first quarter vs. a 3.8% gain in the Russell 1000 Value Index. Read more here.,https://finnhub.io/api/news?id=d1948138626e7f4588fac6cdd60a5d0dff5b90d80254806c10b126f45a584a7e
company,2025-08-07 06:45:29,Wall Street Breakfast Podcast: Tariff Win Sends TSMC Higher,136245303,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2159645732/image_2159645732.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,TSMC climbs to record levels as Taiwan says chip giant exempt from Trump tariffs. Samsung shares rise as Apple taps Texas factory for chip supply. United Airlines resumes operations.,https://finnhub.io/api/news?id=332812cc5fb02a94ec7c1ce31d1d6217f40208cc1a21dd570de917a9ad13b360
company,2025-08-07 06:35:00,Donville Kent Asset Management July 2025 Commentary,136245272,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2043764026/image_2043764026.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"The Capital Ideas Fund was up +2.05% in July, -1.55% YTD and up +33.57% over the last 12 months.",https://finnhub.io/api/news?id=b9d8e8768d164d6262871ab848ce175842950ceb1616ce6639d050e39d777444
company,2025-08-07 05:45:00,From Nvidia's Surge To Apple's Slip: 6 Stocks That Defined Ithaka's Quarter,136245122,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1159051360/image_1159051360.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Ithaka Group unpacks Q2âs portfolio drivers - from AI surges to tariff shocks. See which stocks moved the needle and what it means for investors.,https://finnhub.io/api/news?id=e652ef01177522dbfd8be18717a40bc1430b8ea565e2261105fcbf35f9791ca3
company,2025-08-14 19:04:50,Intel: Trump Making U.S. Chipmaking Great Again?,136364582,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1638769866/image_1638769866.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Intel Corporation makes a potential comeback with Trump support, positive catalysts, and growth prospects. See why INTC is poised for a short-to-mid-term rebound.",https://finnhub.io/api/news?id=d87e1524c9631d53ac679490fef0fac023010665b72542efc0ec3650659a2d2f
company,2025-08-14 16:50:13,Apple To Reintroduce Blood Oxygen Feature On Select Watches Following Customs Ruling,136349086,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple Inc. (NASDAQ:AAPL) will introduce a redesigned Blood Oxygen feature for some Apple Watch Series 9, Series 10, and Apple Watch Ultra 2 users through an iPhone and Apple Watch software update later on Thursday. Users with these models in the U.S. who currently do not have the Blood Oxygen feature will have access to the redesigned Blood Oxygen feature by updating their paired iPhone to iOS 18.6.1 and their Apple Watch to watchOS 11.6.1. Following this update, sensor data from the Blood Oxyge",https://finnhub.io/api/news?id=7abb36755693e888fabff5908d049a58a450a88fc5397ea2b540bf089d4388cd
company,2025-08-14 16:04:00,BNY Mellon Global Equity Income Fund Q2 2025 Commentary,136351716,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/171573445/image_171573445.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"BNY Mellon Global Equity Income Fund underperformed its benchmark index, the FTSE World Index, during the second quarter of 2025. Read more here.",https://finnhub.io/api/news?id=d1967e0e887970a6d5dcdb58c9d9e463c15a594900795296dd6946634ca975b6
company,2025-08-14 16:01:03,'Some People Said They Lost Their Life Savings'—Apple Co-Founder Steve Wozniak Is Still Fighting YouTube Over A 2020 Bitcoin Scam,136349087,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple (NASDAQ:AAPL) co-founder Steve Wozniak is still trying to get YouTube to take responsibility for a 2020 Bitcoin scam. ""Some people said they lost their life savings,"" Wozniak said on a recent CBS ""Sunday Morning"" segment, disclosing that he was ...",https://finnhub.io/api/news?id=5a1042315e1928ed2086af7cfb11e906e6053d4107646d834c60eb53c1e87779
company,2025-08-14 15:51:00,"Freckie Capital Unveils NAT Intelligent Strategy System, Redefining the Future of Wealth Management",136349088,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"British fintech innovator Freckie Capital today announced the official launch of its flagship platform, the NAT Intelligent Strategy System, alongside an ambitious global expansion initiative. Designed to democratize access to professional-grade investing, the NAT system represents a fundamental shift away from traditional, advisor-driven finance toward a transparent, logic-based, and user-controlled model.",https://finnhub.io/api/news?id=51bd80d69da6b94862d122b56f1b94c80b899355138b94534fdc289b8092a6f2
company,2025-08-14 15:27:00,Nvidia Stock Edges Up. Foxconn Has Good News on AI Server Demand.,136349050,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Nvidia  stock inched up Thursday as its partner Foxconn sent more signs of strong demand for artificial-intelligence infrastructure.  The stock fell 0.9% on Wednesday and seems unlikely to move significantly before the company’s earnings report on Aug. 27.  In an statement, Nvidia said the report was incorrect and Rubin remains on track.",https://finnhub.io/api/news?id=4dc7be9c959fa3ebbd496ba872091104b6ae542075c7ce995e27cd04417d71e2
company,2025-08-14 15:04:10,"Apple, Klarna, JD.com: Trending Tickers",136349090,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple (AAPL) announced its blood oxygen monitoring feature will return to some Apple Watch Series 9, Series 10, and Apple Watch Ultra 2 users. The feature was removed from some watches following a legal dispute with Masimo, which alleged patent infringement. Klarna (KLAR.PVT) reported a $53 million second quarter net loss, in part due to a $24 million restructuring charge and setting aside more reserves for potential loan defaults. It grew its user base to 111 million. JD.com (JD) topped revenue estimates, but profits took a hit as the company ramped up spending to expand into meal delivery and fast commerce. To watch more expert insights and analysis on the latest market action, check out more Market Catalysts.",https://finnhub.io/api/news?id=a6f53b973a5113001cb8676777be025aa48f499741bf2de60e9aa5f3b551723d
company,2025-08-14 14:57:59,"Apple Ramps Up AI Push With Robots, Foldables, and Lifelike Siri",136349091,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Bloomberg says the tech giant is prepping a blockbuster lineup of AI-driven devices as shares rally,https://finnhub.io/api/news?id=d6ddd948324bf2bc63579a2ee7cad2b81e888fcff7a567865245a911b936b77b
company,2025-08-14 14:55:00,Big Tech’s AI Rally Remains Strong. The Economy Can Chug Along Even Without It.,136384454,,AAPL,MarketWatch,Big Tech’s AI Rally Remains Strong. The Economy Can Chug Along Even Without It.,https://finnhub.io/api/news?id=7d039a0f773932276a2decb76b81abe1cfe59ca0b32b9bf62040c34267399f7e
company,2025-08-14 14:26:00,"The TopBrand 2025 ""Top 500 Global Brands list"" has been released, with Microsoft ranking first.",136349058,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The 19th China Brand Festival has been successfully held in Shenzhen from August 7–11, 2025. This year's theme is ""AI and Global Expansion."" A total of 10,000 guests have been gathered in the city of innovation to participate in parallel forums, the Brand Expo, the Entrepreneurs' Sports Games, Brand Leaders Face-to-Face sessions, and other events. More than 2,000 people attended the opening ceremony.",https://finnhub.io/api/news?id=db8fc23408a754f42add9a54799a53eb80d5dd6ee594974e6f4a80b5054a7362
company,2025-08-14 14:03:26,Stocks Pare Earlier Declines. Tech Is Doing the Heavy Lifting.,136349064,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Not even a hot inflation report could hold down the Nasdaq for too long. The tech-heavy index was moving in and out of positive territory after opening lower. The S&P 500 was also on the rebound, though it was still down 0.",https://finnhub.io/api/news?id=a63f8955c012f5514245b74354862b66fb437ad3579a2f3a86fffbca9ce4bf9e
company,2025-08-14 14:00:00,"Memecoins are fusing with popular culture and their influence will grow, says crypto pioneer Olaf Carlson-Wee",136349094,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Crypto is going mainstream—what the next 5 years will look like.,https://finnhub.io/api/news?id=0211a340f57ceea3677f095cda3695c480cb18e0855f0fcaed269bc3d9a4e381
company,2025-08-14 13:51:23,Apple’s blood oxygen monitoring returns to its latest Apple Watches,136349095,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,The change doesn’t affect previously sold models with the original version of the feature or units bought outside the U.S.,https://finnhub.io/api/news?id=86c205aee6e1940aec0564713f0a7e7d946f8f4c80a2801375b710fdb15eadbb
company,2025-08-14 13:41:00,Apple Watch Gets Blood Oxygen Feature Back,136384515,,AAPL,DowJones,Apple Watch Gets Blood Oxygen Feature Back,https://finnhub.io/api/news?id=a05a1cb8be3db84cef059279e46e40f4d7b7a2f6a7ec77fb40af04290a0647af
company,2025-08-14 13:26:31,Apple to bring blood oxygen feature to some US watches with software update,136349096,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"SAN FRANCISCO (Reuters) -Apple will bring a blood oxygen measurement feature to some of its watch models via a software update after receiving approval from the U.S. government amid a protracted legal dispute over the technology, it said on Thursday.  The move will allow users of Apple Watch Series 9, Series 10, and Apple Watch Ultra 2 in the United States to view their blood oxygen levels on a paired iPhone.  It comes after years of legal wrangling with Irvine, California-based Masimo, which has accused Apple of hiring its employees and stealing its pulse oximetry technology after discussing a potential collaboration.",https://finnhub.io/api/news?id=eb4ae478bfd253949f22cd8daaa97145405b2e0089d92499c48c963941e0d569
company,2025-08-14 13:01:00,"Kartoon Studios Delivers Fifth Consecutive Quarter of Revenue Growth; Q2 Revenue Surges 23% Year-Over-Year, Including Strong Streaming Performance and Operational Efficiency",136349097,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"G&A Expenses Fall Double Digits as Company Moves Toward Profitability in 2025 Kartoon Channel Streaming Service is Top Rated Children’s Streaming App in Apple App Store; FAST Views Jump 221% Year-Over-Year Kartoon Channel SVOD Grows for 7th Consecutive Month; Wins Amazon Operational Excellence Award Mainframe Studios Revenue Climbs 44% Year-Over-Year First Showing of ‘Hundred Acre Wood/Winnie & Friends’ Set for December 24, 2025 BEVERLY HILLS, Calif., Aug. 14, 2025 (GLOBE NEWSWIRE) -- Kartoon St",https://finnhub.io/api/news?id=39d7659ce6a4dc92bb1f728daeceda4214d866496050c1b86b8b5cc07b57121c
